business_id,name,cuisine,address,latitude,longitude,number_of_reviews,rating,inserted_at_time_stamp
hdiuRS9sVZSMReZm4oV5SA,Da Andrea,Italian,"'35 W 13th St New York, NY 10011'",40.736218,-73.99597,1822,4.5,2023-02-25 21:12:02.339957
VmdyRRMtUXOWV7F7w0ImwQ,Piccola Cucina Uptown,Italian,"'106 E 60th St New York, NY 10022'",40.763174,-73.969046,284,4.5,2023-02-25 21:12:02.339997
16ZnHpuaaBt92XWeJHCC5A,Olio e Più,Italian,"'3 Greenwich Ave New York, NY 10014'",40.733798036104304,-73.99977392649927,4041,4.5,2023-02-25 21:12:02.340017
rp8S7scxOkVVeG7dNneMGQ,L'Artusi,Italian,"'228 W 10th St New York, NY 10014'",40.73372,-74.00513,2239,4.5,2023-02-25 21:12:02.340032
OAqsZMbjv66nOMqlimnYuQ,Uva,Italian,"'1486 2nd Ave New York, NY 10075'",40.77219299003591,-73.95561517222123,2703,4.0,2023-02-25 21:12:02.340046
AUifp6IDKzmorCM6vY2fug,Pepe Giallo,Italian,"'195 10th Ave New York, NY 10011'",40.7468940064083,-74.0049896784992,760,4.0,2023-02-25 21:12:02.340059
DoSU8IPq-Py_YV3kYmXPfQ,Trattoria Trecolori,Italian,"'254 West 47th St New York, NY 10036'",40.759876,-73.986767,2607,4.0,2023-02-25 21:12:02.340071
22nKUyCIbpnzR6R3_g1ptQ,Carmine's Italian Restaurant - Times Square,Italian,"'200 W 44th St New York, NY 10036'",40.75749848725768,-73.98665333142026,4419,4.0,2023-02-25 21:12:02.340084
BPo5XByMdNiXK_i--gqiRA,Duomo51,Italian,"'25 W 51st St Fl 7 New York, NY 10019'",40.759979,-73.97824,14,4.5,2023-02-25 21:12:02.340097
JLpEKUYAtzBRQwsUL3RPIA,Il Corso,Italian,"'54 W 55th St New York, NY 10019'",40.762441,-73.977206,422,4.5,2023-02-25 21:12:02.340109
raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,Italian,"'88 Madison Ave New York, NY 10016'",40.744509,-73.9856,2220,4.0,2023-02-25 21:12:02.340121
562aZEpTDdYKDe5hWuDyFA,La Gioconda,Italian,"'226 E 53rd St New York, NY 10022'",40.75716,-73.96833,194,4.0,2023-02-25 21:12:02.340132
vjubSxmdG_HoBBgd39geBw,Nino's 46,Italian,"'39 W 46th St New York, NY 10036'",40.7569046125342,-73.980516,1353,4.0,2023-02-25 21:12:02.340144
OWNmOq-TAsHjGcYdCVclSw,Osteria La Baia,Italian,"'129 W 52nd St New York, NY 10019'",40.76189587672743,-73.9806749,69,4.5,2023-02-25 21:12:02.340160
V3USzFEGhuoXez4G2Rk11A,Tavola,Italian,"'488 9th Ave New York, NY 10018'",40.755403,-73.994516,1234,4.0,2023-02-25 21:12:02.340173
5TX0X8w5ssIACU_pnBEq6g,Tony's Di Napoli,Italian,"'147 W 43rd St New York, NY 10036'",40.75641,-73.98547,2487,4.0,2023-02-25 21:12:02.340184
hkooeEkd3oPsLD6JJrYpjA,Café Luce,Italian,"'235 E 53rd St New York, NY 10022'",40.757323,-73.967928,98,4.5,2023-02-25 21:12:02.340196
TzVVPWK_4dhdSEpNqZwIhQ,Toscana 49,Italian,"'143 East 49 St New York, NY 10017'",40.7556957079225,-73.9717184007168,326,4.0,2023-02-25 21:12:02.340209
GjEE8vvjqb7eeHA3BGNxAw,Barolo East,Italian,"'214 E 49th St New York, NY 10017'",40.75481,-73.97059,247,4.5,2023-02-25 21:12:02.340221
3qIISjUYn1tbqHXi7nCLXg,Sofia Wine Bar,Italian,"'242 E 50th St New York, NY 10022'",40.75502,-73.96913,736,4.0,2023-02-25 21:12:02.340232
